ID,Country,Name,Longitude,Latitude,Designation,Legal/Formal Instrument,Designation Type,Date Established,Domain,Status,Reported Area_ha,Reported Marine Area_ha,Management Plan,IUCN Management Categories,International Convention,State/Province/District,Management Effectiveness Model,Management Effectiveness Rating,Zonation,No Take,Reported No Take Area (ha),Source
5037800,Solomon Islands,Jito Tribal Land,156.9020945,-7.127033937,Resource Management Area,Choiseul Province,Local,4/28/2015,terrestrial,Proposed,0,0,Yes - drafted,VI,None,Choiseul,None,Unknown,Yes,Part,0,Gideon Bouro
5009200,Solomon Islands,Kafema'u,159.5395281,-8.241472106,Unknown,Unknown,Unknown,,terrestrial,Unknown,167.2669355,0,Unknown,Unknown,None,Isabel,None,Unknown,No,Unknown,0,Sumitomo Metal and Mining (SMM) village consultations 2012
5011700,Solomon Islands,Kakadina,158.4328551,-7.491654958,LMMA,Unknown,Local,1/1/2008,marine,No longer active,1435.917083,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5044800,Solomon Islands,Kalaka,159.7949361,-9.151669493,LMMA,Unknown,Local,8/15/2015,marine,Voluntary,0,0,Yes - drafted,Unknown,None,Central,None,Unknown,No,Seasonal,0,Jacob Piturara - Managed Areas Workshop - Oct 2015 - GPS Tracks
5011300,Solomon Islands,Kale,158.3173037,-7.433643956,LMMA,Unknown,Local,1/1/2008,marine,No longer active,292.9870543,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5024000,Solomon Islands,Kaloka,159.7929398,-8.300219673,Unknown,Unknown,Unknown,,marine,No longer active,146.6246853,0,Unknown,Unknown,None,Isabel,None,Unknown,Unknown,Unknown,0,"John Pita, Wilson Eta and Alex Nindi - Managed Areas Workshop - July 2014"
5012400,Solomon Islands,Kamaketebo,157.1447287,-7.124499041,LMMA,None,Local,1/1/2011,marine,Voluntary,36.55792066,0,No,Unknown,None,Choiseul,SI MEAT,Unknown,No,All,36.55792066,Jimmy Kereseka - May 2014
5021800,Solomon Islands,Kangava Bay,160.3130322,-11.68470567,MPA,Unknown,Local,12/1/2011,marine,Draft,383.4237179,0,Yes - drafted,Unknown,None,Rennell-Bellona,None,Unknown,Unknown,Unknown,0,John Pita - August 2015
5009700,Solomon Islands,Kaolo Integrated Conservation Area,159.5545671,-8.39169599,Unknown,Unknown,Unknown,,marine-terrestrial,Designated,76.1339607,0,No,Unknown,None,Isabel,None,Unknown,No,Unknown,0,John Pita - August 2015
5000600,Solomon Islands,Karaka,156.6866324,-7.65015551,LMMA,Unknown,Local,1/1/2004,marine,Voluntary,604.383622,0,Unknown,Unknown,None,Western,None,Unknown,No,Unknown,0,Managed Areas Workshop - Oct 2014
5019900,Solomon Islands,Karamoloun,159.1203657,-8.987416249,LMMA,Unknown,Local,3/3/2013,marine,Voluntary,0,0,Unknown,Unknown,None,Central,None,Unknown,Unknown,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5012500,Solomon Islands,Karaqo,157.6432775,-7.417732801,LMMA,None,Local,1/1/2013,marine,Draft,167.3476674,0,No,Unknown,None,Choiseul,None,Unknown,Unknown,Unknown,0,Jimmy Kereseka - May 2014
5000400,Solomon Islands,Kekehe,157.2360642,-8.346745713,LMMA,Unknown,Local,1/1/2004,marine,No longer active,40.8668154,0,Unknown,Unknown,None,Western,None,Unknown,No,All,40.8668154,Alec Hughes - Managed Areas Workshop - Oct 2014
5000700,Solomon Islands,Kekoro,156.5877366,-8.031079537,LMMA,Unknown,Local,1/1/2004,marine,No longer active,388.2286767,0,Unknown,Unknown,None,Western,None,Unknown,No,None,0,Managed Areas Workshop - Oct 2014
5013400,Solomon Islands,Kere Hira / Niuhoa,160.7863181,-9.756019924,Mangrove Management,None,Local,1/1/2005,marine,Voluntary,50.36158088,0,Yes - drafted,Unknown,None,Guadalcanal,None,Unknown,No,All,0,John Houakau
5040900,Solomon Islands,Kesuo Reef,159.3683067,-7.990042199,LMMA,Isabel Province Resource Management and Environmental Protection Ordinance 2006,Local,11/1/2014,marine,Designated,0,0,No,Unknown,None,Isabel,None,Unknown,No,Unknown,0,"John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015"
5029200,Solomon Islands,Kiaba Island,159.4579583,-8.003434581,Resource Management Area,Isabel Province Resource Management and Environmental Protection Ordinance 2006,Local,6/4/2015,marine,Voluntary,0,0,Unknown,Unknown,None,Isabel,None,Unknown,Unknown,Unknown,0,John Pita - June 2015
5006200,Solomon Islands,KIda,157.1812457,-8.277665329,LMMA,Unknown,Local,12/1/2011,marine,Voluntary,107.0833245,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5006100,Solomon Islands,Kinamara,157.1524982,-8.271375426,LMMA,Unknown,Local,12/1/2011,marine,No longer active,141.9352406,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5038700,Solomon Islands,Kioleni,159.129811,-8.99514144,LMMA,Unknown,Local,9/20/2014,marine,Voluntary,0,0,Yes - drafted,Unknown,None,Central,None,Unknown,No,Seasonal,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5025200,Solomon Islands,Kmaga 1,159.686543,-8.213561191,Unknown,Unknown,Unknown,,marine,Voluntary,1666.020377,0,Unknown,Unknown,None,Isabel,None,Unknown,Unknown,Unknown,0,"John Pita, Wilson Eta and Alex Nindi - Managed Areas Workshop - July 2014"
5028600,Solomon Islands,Koda,160.2731575,-9.03863455,LMMA,Unknown,Unknown,10/1/2012,marine,Voluntary,0,0,Unknown,Unknown,None,Central,None,Unknown,No,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5021000,Solomon Islands,Koilovala,160.2434793,-9.192020426,LMMA,Unknown,Local,1/1/2011,marine,No longer active,0,0,Unknown,Unknown,None,Central,None,Unknown,Unknown,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5041800,Solomon Islands,Kokopana Island,159.3583546,-8.293943069,Resource Management Area,Unknown,Local,7/1/2015,marine,Voluntary,0,0,No,Unknown,None,Isabel,None,Unknown,Unknown,Unknown,0,"John Pita, Wilson Eta, Simon Vuto"
5012900,Solomon Islands,Kokuru,157.5980843,-7.388113356,LMMA,None,Local,1/1/2013,marine,Draft,89.24324945,0,Unknown,Unknown,None,Choiseul,None,Unknown,Unknown,Unknown,0,Jimmy Kereseka - May 2014
5041100,Solomon Islands,Kologhose - Fotaro,159.4494743,-8.042585827,LMMA,Isabel Province Resource Management and Environmental Protection Ordinance 2006,Local,11/1/2014,marine,Designated,0,0,No,Unknown,None,Isabel,None,Unknown,No,Unknown,0,"John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015"
5043800,Solomon Islands,Kolokisu,159.7623192,-9.322292926,Conservation Area,None,Local,11/1/2014,terrestrial,Voluntary,0,0,Yes - drafted,Unknown,None,Guadalcanal,None,Unknown,Unknown,Unknown,0,Josiah Maesua - Managed Areas Workshop - Oct 2015
5005600,Solomon Islands,Kolombangara,157.0698582,-7.974396888,Conservation Area,Unknown,Local,,terrestrial,Designated,19718.55594,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,400 m contour line from SRTM elevation
5009500,Solomon Islands,Kolomosu,159.7092689,-8.235133901,Resource Management Area,Unknown,Local,9/1/2015,marine-terrestrial,Voluntary,11.72063038,0,Yes - drafted,Unknown,None,Isabel,None,Unknown,Yes,Part,0,"John Pita, Wilson Eta - Managed Areas Workshop - Oct 2015"
5020400,Solomon Islands,Kombuana,160.0339789,-8.851730126,LMMA,Unknown,Local,1/1/2010,marine,Voluntary,338.6599551,0,Unknown,Unknown,None,Central,None,Unknown,Yes,Part,0,Jacob Piturara - Managed Areas Workshop - Oct 2015 - GPS tracks
5000300,Solomon Islands,Koqu Rua,157.0997262,-8.197533619,LMMA,Unknown,Local,1/1/2005,marine,No longer active,62.94030172,0,Unknown,Unknown,None,Western,None,Unknown,No,None,0,"Hugh Govan (2009), Reefbase"
5002900,Solomon Islands,Koqulavata,156.8072923,-8.066118064,LMMA,Unknown,Local,1/1/2011,marine,Proposed,246.3683473,0,Yes - finalized,Unknown,None,Western,None,Unknown,No,None,53.682426,WWF Solomon Islands
5026200,Solomon Islands,Koqulavata MPA (Permanent Closure),156.8086576,-8.076789964,LMMA,Unknown,Local,1/1/2011,marine,Proposed,1.323225939,0,Yes - finalized,Unknown,None,Western,None,Unknown,Yes,All,1.323225939,WWF Solomon Islands
5019500,Solomon Islands,Kora,160.4273206,-9.925869526,Tabu Site,None,Local,,marine,Unknown,241.1799215,0,No,Unknown,None,Guadalcanal,None,Unknown,Unknown,None,0,"Willie Kokopu, Peter Kenilorea - Managed Areas Workshop - Oct 2014"
5029300,Solomon Islands,Korana Reef,159.4478833,-7.980762906,Resource Management Area,Unknown,Local,6/9/2015,marine,Voluntary,0,0,No,Unknown,None,Isabel,None,Unknown,Unknown,Unknown,0,John Pita - Managed Areas Workshop - Oct 2015
5043000,Solomon Islands,Kosa,160.8658728,-9.84713066,Conservation Area,None,Local,10/4/2015,marine-terrestrial,Voluntary,0,0,No,Unknown,None,Guadalcanal,None,Unknown,No,All,0,John Houakau
5045100,Solomon Islands,Kota - Hauporo,161.0475071,-9.207112271,Conservation Area,None,Local,8/1/2015,terrestrial,Voluntary,0,0,No,Unknown,None,Malaita,None,Unknown,No,None,0,Felix Naitoro - Managed Areas Workshop - Oct 2015
5007600,Solomon Islands,Kozou Zone 1,157.5228965,-8.245035837,LMMA,Unknown,Local,12/1/2011,marine,Voluntary,23.17425624,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5007500,Solomon Islands,Kozou Zone 2,157.5211597,-8.248553427,LMMA,Unknown,Local,12/1/2011,marine,Voluntary,22.76191026,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5013600,Solomon Islands,Kuaboka to Lollua,156.493972,-7.665247,LMMA,Unknown,Local,,marine,No longer active,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
5003700,Solomon Islands,Kubokale,156.5701943,-6.645457074,LMMA,None,Local,12/1/2011,marine,Voluntary,38.87512347,0,No,Unknown,None,Choiseul,None,Unknown,No,All,38.87512347,Jimmy Kereseka - May 2014
5013100,Solomon Islands,Kubopuete,156.8124639,-7.103217751,LMMA,None,Local,1/2/2013,marine,Voluntary,49.62970459,0,No,Unknown,None,Choiseul,None,Unknown,No,All,49.62970459,Jimmy Kereseka - May 2014
5009600,Solomon Islands,Kumaihavi,159.6868943,-8.270939223,Unknown,Unknown,Unknown,,terrestrial,Voluntary,223.1312428,0,Unknown,Unknown,None,Isabel,None,Unknown,No,Unknown,0,Nate Peterson - Isabel R2R Workshops 2012
5019300,Solomon Islands,Kunjo,159.5853132,-9.533780595,Tabu Site,None,Local,,marine,Voluntary,452.1682411,0,No,Unknown,None,Guadalcanal,None,Unknown,Unknown,Seasonal,0,"Willie Kokopu, Peter Kenilorea - Managed Areas Workshop - Oct 2014"
5035400,Solomon Islands,Kwainiari,161.1358551,-8.987784296,Conservation Area,Unknown,Local,,marine-terrestrial,Voluntary,0,0,Unknown,Unknown,None,Malaita,None,Unknown,Yes,Part,0,UNDP Small Grants Program - CBRM Malaita Mapping Workshops 2014
5013700,Solomon Islands,Ladosama Reef,156.724838,-7.637805,LMMA,Unknown,Local,,marine,Unknown,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
5028700,Solomon Islands,Laurapa,160.0691513,-8.98084981,LMMA,Unknown,Unknown,1/1/2003,marine,Voluntary,0,0,Unknown,Unknown,None,Central,None,Unknown,No,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5044000,Solomon Islands,Leona and Paramatta,156.5113878,-7.733517113,Marine Resource Management Area,Unknown,Local,1/1/2013,marine,Proposed,0,0,Yes - finalized,Unknown,None,Western,None,Unknown,Yes,Part,0,
5038600,Solomon Islands,Leru,159.0585308,-8.998788171,LMMA,Unknown,Local,5/10/2013,marine-terrestrial,Voluntary,0,0,Yes - drafted,Unknown,None,Central,None,Unknown,No,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5012200,Solomon Islands,Lilika Leatherback Nesting Site,158.8314711,-7.695706282,LMMA,Unknown,Local,12/1/2011,marine,Voluntary,43.3184476,0,No,Unknown,None,Isabel,None,Unknown,No,Unknown,0,Nate Peterson - Isabel R2R Workshops 2012
5044500,Solomon Islands,Logapolo,160.3420276,-9.183868585,LMMA,Unknown,Local,4/4/2015,terrestrial,Voluntary,0,0,Yes - drafted,Unknown,None,Central,None,Unknown,No,Seasonal,0,Jacob Piturara - Managed Areas Workshop - Oct 2015 - GPS tracks
5013800,Solomon Islands,"Loreto, Lalana, Sua'u",160.747109,-8.876027,LMMA,Unknown,Local,1/1/2005,marine,No longer active,0,0,Unknown,Unknown,None,Malaita,None,Unknown,Unknown,All,0,Worldfish staff - Managed Areas Workshop - July 2014
5019800,Solomon Islands,Losioleni,159.0559465,-9.054579515,LMMA,Unknown,Local,3/2/2013,marine,Voluntary,258.3292761,0,Unknown,Unknown,None,Central,None,Unknown,Unknown,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5004700,Solomon Islands,Ludigo Foundation,160.4149383,-9.874591948,Unknown,Unknown,Unknown,12/1/2011,marine,No longer active,111.3881313,0,Unknown,Unknown,None,Guadalcanal,None,Unknown,Unknown,Unknown,0,CT Atlas workshop - Sept 2012
5012700,Solomon Islands,Luqu Vila,157.6247219,-7.397624281,LMMA,None,Local,1/1/2013,marine,Draft,81.03568955,0,No,Unknown,None,Choiseul,None,Unknown,Unknown,Unknown,0,Jimmy Kereseka - May 2014
5023800,Solomon Islands,Mahighe,159.9174067,-8.510558656,Resource Management Area,Isabel Province Resource Management and Environmental Protection Ordinance 2006,Local,7/1/2015,marine-terrestrial,Voluntary,1762.369133,0,No,Unknown,None,Isabel,None,Unknown,Unknown,Unknown,0,"John Pita, Wilson Eta and Alex Nindi - Managed Areas Workshop - July 2014"
5004300,Solomon Islands,Makwanu Artificial Islands,160.8288327,-8.418784075,LMMA,Unknown,Local,12/1/2011,marine,No longer active,1064.87242,0,Unknown,Unknown,None,Malaita,None,Unknown,Unknown,Unknown,0,Worldfish staff - Managed Areas Workshop - July 2014
5012800,Solomon Islands,Malaguni,157.6100864,-7.39082714,LMMA,None,Local,1/1/2013,marine,Draft,153.1711803,0,No,Unknown,None,Choiseul,None,Unknown,Unknown,Unknown,0,Jimmy Kereseka - May 2014
5040700,Solomon Islands,Malakobi Island,159.0138547,-7.824693189,Resource Management Area,Isabel Province Resource Management and Environmental Protection Ordinance 2006,Local,7/1/2015,marine,Voluntary,0,0,No,Unknown,None,Isabel,None,Unknown,Yes,Part,0,Ben Salepo - Managed Areas Workshop - Oct 2015
5028300,Solomon Islands,Malaulalo Island,161.9456673,-10.17926272,LMMA,None,Local,1/1/2010,marine-terrestrial,Voluntary,1138.975179,0,Yes - drafted,Unknown,None,Makira-Ullawa,None,Unknown,No,Unknown,0,
5021500,Solomon Islands,Malaupaina,161.9795122,-10.25909658,Unknown,Unknown,Unknown,,marine,No longer active,0,0,Unknown,Unknown,None,Makira-Ullawa,None,Unknown,Unknown,Unknown,0,John Junhior
5018600,Solomon Islands,Malubu,166.2946926,-10.24454083,LMMA,None,Local,7/1/2013,marine,Voluntary,347.7368134,0,No,Unknown,None,Temotu,None,Unknown,No,All,347.7368134,Geoffrey Mauraisi - May 2014
5010300,Solomon Islands,Mamaka,158.4354191,-7.656999267,LMMA,Unknown,Local,1/1/2008,marine,No longer active,850.9018413,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5038500,Solomon Islands,Mane,159.0352678,-9.024468252,LMMA,Unknown,Local,3/3/2013,marine-terrestrial,Voluntary,0,0,Yes - drafted,Unknown,None,Central,None,Unknown,No,Seasonal,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5020000,Solomon Islands,Maraloun,159.1068655,-8.992453558,LMMA,Unknown,Local,3/2/2012,marine,Voluntary,0,0,Unknown,Unknown,None,Central,None,Unknown,Unknown,Unknown,0,Jacob Piturara - Managed Areas Workshop - Oct 2014
5013900,Solomon Islands,Marapa-Niu,160.8643512,-9.838043831,MPA / Tabu,None,Local,1/1/2004,marine,Voluntary,252.1961022,0,Yes - drafted,Unknown,None,Guadalcanal,None,Unknown,No,All,0,"Hugh Govan (2009), Reefbase"
5022900,Solomon Islands,Mararo,161.2378438,-9.20919024,LMMA,Unknown,Local,1/28/2014,marine-terrestrial,Voluntary,17.52355599,0,Yes - finalized,Unknown,None,Malaita,None,Unknown,Yes,Unknown,0,Joelle Albert - Dec 2015 from Google KML file
5014000,Solomon Islands,Maravaghi,160.059314,-8.949303,MPA / Tabu,Unknown,Local,1/1/2004,marine,Voluntary,0,0,Unknown,Unknown,None,Central,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
5001000,Solomon Islands,Marovo,157.9970975,-8.471816846,LMMA,Unknown,Local,1/1/2004,marine,No longer active,4496.600311,0,Unknown,Unknown,None,Western,None,Unknown,No,None,0,Managed Areas Workshop - Oct 2014
5003500,Solomon Islands,Masilot,156.9246365,-6.843074313,LMMA,None,Local,1/1/2011,marine,Voluntary,61.40468633,0,No,Unknown,None,Choiseul,SI MEAT,Unknown,No,All,61.40468633,Jimmy Kereseka - May 2014 - GPS points
5030200,Solomon Islands,Matikuri,157.8650972,-8.661180969,LMMA,Unknown,Local,5/1/2008,marine,Voluntary,0,0,Yes - finalized,Unknown,None,Western,None,Unknown,No,All,0,Benjamin from Matikuri Eco-Lodge - April 2015
5024600,Solomon Islands,Mbulo,158.2702385,-8.773669105,MPA,Unknown,Local,,marine,No longer active,31.92770662,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,WWF Solomon Islands
5014100,Solomon Islands,Modiudu,156.507969,-7.710733,LMMA,Unknown,Local,,marine,No longer active,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
5018500,Solomon Islands,Molaa and Malapu,166.2937681,-10.20284884,LMMA,None,Local,1/1/2012,marine,Voluntary,249.6495077,0,No,Unknown,None,Temotu,None,Unknown,Yes,All,249.6495077,Geoffrey Mauriasi - Managed Areas Workshop - May 2014
5002200,Solomon Islands,Moli,156.516275,-6.828975162,LMMA,None,Local,4/1/2008,marine,Voluntary,137.404532,0,No,Unknown,None,Choiseul,None,Unknown,No,Seasonal,137.404533,Jimmy Kereseka - May 2014
5002100,Solomon Islands,Muzo,157.4649692,-7.454919932,Marine Conservation Area,None,Local,8/1/2008,marine-terrestrial,Voluntary,494.7031658,0,No,Unknown,None,Choiseul,None,Unknown,No,Seasonal,494.703153,Lauru Land Conference of Tribal Communities
5039300,Solomon Islands,Mwaneniote,161.5351521,-9.538505652,Conservation Area,Unknown,Local,9/1/2014,marine-terrestrial,Voluntary,0,0,Yes - drafted,Unknown,None,Malaita,None,Unknown,Yes,Unknown,0,Josiah Maesua - Managed Areas Workshop - Oct 2015
5042000,Solomon Islands,Nanakio,158.5202018,-7.717514689,Resource Management Area,Unknown,Local,7/1/2015,marine-terrestrial,Voluntary,0,0,No,Unknown,None,Isabel,None,Unknown,Yes,Part,0,"John Pita, Wilson Eta, Simon Vuto"
5003600,Solomon Islands,Naro,159.6088666,-9.294648194,LMMA,None,Local,4/13/2012,marine,No longer active,73.77384475,0,No,Unknown,None,Guadalcanal,None,Unknown,No,None,0,Managed Areas Workshop - Oct 2014
5005200,Solomon Islands,Naro Terrestrial Area,159.6173644,-9.302302235,Unknown,None,Unknown,,terrestrial,Voluntary,579.2459367,0,No,Unknown,None,Guadalcanal,None,Unknown,Unknown,Unknown,0,CT Atlas workshop - Sept 2012
5002400,Solomon Islands,Naru,156.9189945,-8.140873826,LMMA,Unknown,Local,1/1/1998,marine,No longer active,121.1337671,0,Unknown,Unknown,None,Western,None,Unknown,No,Part,699.331907,WWF Solomon Islands
5028000,Solomon Islands,Nazareth (1),157.8488792,-8.567111188,LMMA,Unknown,Local,,marine,Voluntary,520.9239835,0,No,Unknown,None,Western,None,Unknown,No,Unknown,0,Nazareth community
5028100,Solomon Islands,Nazareth (2),157.7851811,-8.554532087,LMMA,Unknown,Local,,marine,Voluntary,902.4883681,0,No,Unknown,None,Western,None,Unknown,No,Unknown,0,Nazareth community
5005900,Solomon Islands,Nazareti,157.1329354,-8.263866483,LMMA,Unknown,Local,12/1/2011,marine,No longer active,224.8257424,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5040400,Solomon Islands,Ngadeli,166.2998479,-10.30004223,LMMA,Unknown,Local,9/1/2014,marine,Voluntary,0,0,No,Unknown,None,Temotu,None,Unknown,Unknown,Seasonal,0,Nelson Nyeda - Managed Areas Workshop - Oct 2014
5006300,Solomon Islands,Ngangasa-Kidu,157.227264,-8.29163693,Unknown,Unknown,Unknown,12/1/2011,marine,No longer active,33.46783577,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5014200,Solomon Islands,Niami Reef,156.596367,-8.052347,LMMA,Unknown,Local,1/1/2004,marine,No longer active,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
5013200,Solomon Islands,Nifiloli,166.2960191,-10.1913838,LMMA,None,Local,1/1/2012,marine,Voluntary,183.242248,0,No,Unknown,None,Temotu,None,Unknown,No,Seasonal,0,Geoffrey Mauraisi - May 2014
5014400,Solomon Islands,Niumala,157.067351,-8.166246,LMMA,Unknown,Local,1/1/2005,marine,No longer active,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,"Hugh Govan (2009), Reefbase"
5007800,Solomon Islands,Nusa Hope,157.4854872,-8.261248837,Unknown,Unknown,Unknown,12/1/2011,marine,No longer active,88.36854229,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5007400,Solomon Islands,Nusa Hope / Heloro,157.4752273,-8.26921569,LMMA,Unknown,Local,12/1/2011,marine,Voluntary,139.3777575,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from shapefile Roviana_MPAs_Nov_11
5007100,Solomon Islands,Nusa Roviana,157.3002405,-8.354121688,LMMA,Unknown,Local,12/1/2011,marine,No longer active,266.7529507,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Alec Hughes - Managed Areas Workshop - Oct 2014
5000900,Solomon Islands,Nusa Tuva,157.1014713,-8.12142302,LMMA,Unknown,Local,1/1/2004,marine,Proposed,89.03360141,0,Yes - finalized,Unknown,None,Western,None,Unknown,Yes,Part,0,WWF Solomon Islands
5002700,Solomon Islands,Nusatupe,156.8688502,-8.097259146,LMMA,Unknown,Local,1/1/1998,marine,Voluntary,48.82511663,0,No,Unknown,None,Western,None,Unknown,Unknown,All,48.82511663,Shannon Seeto - Managed Areas Workshop Oct 2014
5014500,Solomon Islands,Nu'u Marere,160.8351582,-9.779085981,MPA / Tabu,None,Local,1/1/2008,marine,Voluntary,96.44737317,0,Yes - drafted,Unknown,None,Guadalcanal,None,Unknown,No,All,0,"Hugh Govan (2009), Reefbase"
5035500,Solomon Islands,Okronus,160.7169303,-8.822196899,LMMA,None,Local,4/26/2015,marine-terrestrial,Voluntary,0,0,Yes - drafted,Unknown,None,Malaita,None,Unknown,Yes,Part,0,CBRM Malaita Province Community Mapping Workshops 2014
5007200,Solomon Islands,Olive,157.5388945,-8.29258694,LMMA,Unknown,Local,12/1/2011,marine,No longer active,156.7101449,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Alec Hughes - Managed Areas Workshop - Oct 2014
5033400,Solomon Islands,O'oro,160.6778761,-8.596299844,Resource Management Area,None,Local,7/8/2015,marine-terrestrial,Voluntary,0,0,Unknown,VI,None,Malaita,None,Unknown,Yes,Part,0,Gideon Bouro and CBRM Malaita Province Community Mapping Workshops 2014
5026100,Solomon Islands,Paelonge / Suvania,156.7844625,-8.116029316,LMMA,Unknown,Local,,marine,No longer active,27.96167173,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,27.96167173,Shannon Seeto - Managed Areas Workshop Oct 2014
5012000,Solomon Islands,Paenaha Fa'a Islands,158.3152285,-7.534394443,LMMA,Unknown,Local,1/1/2008,marine,No longer active,121.5432479,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5011500,Solomon Islands,Paenaha'ite,158.3353704,-7.536100723,LMMA,Unknown,Local,1/1/2008,marine,No longer active,86.50390568,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5014700,Solomon Islands,Paipai,160.8656628,-9.85498955,MPA / Tabu,None,Local,1/1/2004,marine,Voluntary,167.9660555,0,Yes - drafted,Unknown,None,Guadalcanal,None,Unknown,No,All,0,"Hugh Govan (2009), Reefbase"
5010500,Solomon Islands,Paparaka,158.5718576,-7.724530137,LMMA,Unknown,Local,1/1/2008,marine,No longer active,803.7294894,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5023200,Solomon Islands,Papatura Fa'a,158.7415486,-7.555199523,LMMA,Isabel Province Resource Management and Environmental Protection Ordinance 2006,Local,7/1/2015,marine,Voluntary,6079.670824,0,Unknown,Unknown,None,Isabel,None,Unknown,Yes,Part,0,"John Pita, Wilson Eta and Alex Nindi - Managed Areas Workshop - July 2014"
5011900,Solomon Islands,Papatura' ite,158.7998492,-7.585521749,LMMA,Unknown,Local,12/1/2011,marine,Voluntary,2721.893495,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5001600,Solomon Islands,Parama Island,156.3994701,-6.685512602,Marine Conservation Area,None,Local,1/1/2006,marine,Voluntary,347.5628471,0,Yes - drafted,Unknown,None,Choiseul,None,Unknown,No,All,347.5628471,Lauru Land Conference of Tribal Communities
5001700,Solomon Islands,Pasipasibarego,156.3963037,-6.723768698,LMMA,None,Local,1/1/2007,marine,Voluntary,108.6216036,0,Yes - finalized,Unknown,None,Choiseul,None,Unknown,No,Seasonal,108.6216,Managed Areas Workshop - Oct 2014
5010400,Solomon Islands,Pauro,158.6084691,-7.774907685,LMMA,Unknown,Local,1/1/2008,marine,No longer active,104.7706887,0,Unknown,Unknown,None,Isabel,None,Unknown,No,None,0,Nate Peterson - Isabel R2R Workshops 2012
5008200,Solomon Islands,Peava - Kicha Is,158.3191997,-8.790236285,Unknown,Unknown,Unknown,12/1/2011,marine-terrestrial,Voluntary,106.8887356,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,Unknown,0,Simon Albert - from Google KML file Peava (Kicha Is.)
5014800,Solomon Islands,Petu Island,157.994095,-8.446811,LMMA,Unknown,Local,,marine,No longer active,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
5014900,Solomon Islands,Pezokombukombu,156.575255,-7.769764,LMMA,Unknown,Local,,marine,Unknown,0,0,Unknown,Unknown,None,Western,None,Unknown,Unknown,All,0,"Hugh Govan (2009), Reefbase"
